murli_category,label,language,text,source
CA_future_deadline,create_action,en,Kindly review the risk assessment and share feedback by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"SLA final deadline Tuesday, inkaa HR nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please compile the invoice and share it with the board. They need it by EOD,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"invoice Friday lopala kaavali client ki. Thvaraga tayaaru cheyi, pampe mundu numbers check cheyi",CA01_direct_requests
CA_future_deadline,create_action,en,We need to ship the playbook by noon tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the invoice submission deadline is Friday and we're still waiting on inputs from design. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,We need to ship the proposal by Friday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki agenda delivery repu udayam lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,SLA last date Monday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,release notes ki deadline Thursday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,Test the compliance doc by lunch,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"minutes due Thursday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Compile the estimate by EOD,CA01_direct_requests
CA_future_deadline,create_action,en,"Final deadline for the file is Monday. Anyone who hasn't submitted yet needs to do it within the hour, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is Monday for the deck,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki presentation delivery EOD lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Pls vendor agreement bhej do by end of day tomorrow,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"Nisha, budget compile chesi client ki repu udayam lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,tenglish,file due Wednesday miss avvakandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,the audit report is due friday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,expense report ki deadline next Monday hai,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the stakeholder ko project plan delivery by Monday chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Sir deck by noon tomorrow chahiye Latest numbers ke saath update karke bhejo,CA01_direct_requests
CA_future_deadline,create_action,hinglish,Sir proposal by end of week chahiye. Latest numbers ke saath update karke bhejo,CA01_direct_requests
CA_future_deadline,create_action,tenglish,SLA deadline Friday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"file due hai next Wednesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,budget last date tuesday. inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,The onboarding doc submission closes next Wednesday. Please get your part done this evening,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the brochure submission deadline is this Friday and we're still waiting on inputs from IT. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,the user story submission closes next week. please get your part done by eod,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"MoM due hai next Monday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please send the budget by end of week,CA01_direct_requests
CA_future_deadline,create_action,en,Can you prepare the deck for management? They specifically asked for it by end of week and we can't delay this further,CA01_direct_requests
CA_future_deadline,create_action,en,The compliance doc is due this Friday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"pricing sheet final deadline Tuesday, inkaa product nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"wireframe due repu, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Send the analysis to the auditor by Friday,CA01_direct_requests
CA_future_deadline,create_action,tenglish,pls mom pampu repu udayam lopala,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"release notes final deadline repu, inkaa marketing nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the expense report submission deadline is Friday and we're still waiting on inputs from logistics. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Everyone needs to send their user story by end of day tomorrow. No exceptions this time,CA01_direct_requests
CA_future_deadline,create_action,en,The timesheet submission closes Monday. Please get your part done by end of week,CA12_deadline_mentions
CA_future_deadline,create_action,en,The agenda submission closes next Monday. Please get your part done this evening,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,dashboard ki deadline next wednesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Bharti, dashboard compile chesi client ki EOD lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,hinglish,"onboarding doc due hai Monday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the agenda submission deadline is next week and we're still waiting on inputs from HR. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Complete the risk assessment by Monday,CA01_direct_requests
CA_future_deadline,create_action,en,Fix the SOW by Friday,CA01_direct_requests
CA_future_deadline,create_action,hinglish,Mohan proposal review karke sales ko bhej do by next week,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the design mockup submission deadline is day after tomorrow and we're still waiting on inputs from design. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is day after tomorrow for the dashboard,CA12_deadline_mentions
CA_future_deadline,create_action,en,The API doc is due Wednesday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"proposal final deadline Monday, inkaa logistics nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,invoice ki deadline this Thursday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,sir Don't miss the prototype deadline. Last date is this Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Don't miss the report deadline Last date is Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"analysis due hai next week, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,dashboard last date Tuesday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"user story due Thursday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is this Friday for the playbook,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Pls minutes bhej do by lunch,CA01_direct_requests
CA_future_deadline,create_action,tenglish,client ki estimate delivery repu udayam lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"test plan final deadline friday, inkaa finance nunchi input raledhu. priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,API doc final deadline Thursday inkaa IT nunchi input raledhu Priority meeda pettandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,deadline is next week for the agenda,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,user story ki deadline Monday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,The MoM is due Monday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,leadership ko budget delivery by friday chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,en,Please compile the pricing sheet and share it with management They need it by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,The invoice is due Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,the brief is due day after tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,Can you prepare the MoM for the director? They specifically asked for it by noon tomorrow and we can't delay this further,CA01_direct_requests
CA_future_deadline,create_action,en,Please compile the onboarding doc and share it with the client. They need it by tomorrow,CA01_direct_requests
CA_future_deadline,create_action,hinglish,prototype ki deadline next week hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the document submission deadline is tomorrow and we're still waiting on inputs from compliance. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,file due hai Wednesday miss mat karna,CA12_deadline_mentions
CA_future_deadline,create_action,en,Don't miss the timesheet deadline. Last date is this Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,deadline is tuesday for the test plan,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,spec doc last date Wednesday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"analysis due hai Tuesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,send the nda to the auditor tonight,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the wireframe submission deadline is next week and we're still waiting on inputs from product. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Kindly review the vendor agreement and share feedback by Friday,CA01_direct_requests
CA_future_deadline,create_action,en,"Final deadline for the RFP is this Friday. Anyone who hasn't submitted yet needs to do it by end of day tomorrow, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please send the proposal by Friday,CA01_direct_requests
CA_future_deadline,create_action,hinglish,leadership ko dashboard delivery by end of week chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,en,deadline is this friday for the analysis,CA12_deadline_mentions
CA_future_deadline,create_action,en,Heads up the budget submission deadline is Wednesday and we're still waiting on inputs from sales Please prioritize this over everything else,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"SOW due hai Tuesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,feature spec ki deadline next week hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Final deadline for the deck is next Monday. Anyone who hasn't submitted yet needs to do it before the meeting, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"budget due hai Monday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please compile the agenda and share it with the auditor. They need it by end of day tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,The presentation submission closes Thursday. pls get your part done by noon tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Boss ne bola vendor agreement chahiye by Monday. Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,"Final deadline for the feature spec is next Monday. Anyone who hasn't submitted yet needs to do it by next week, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the deck submission deadline is this Friday and we're still waiting on inputs from marketing. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Amit, presentation compile chesi client ki Friday lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the expense rpt submission deadline is Thursday and we're still waiting on inputs from design. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Heads up the expense report submission deadline is next Monday and we're still waiting on inputs from legal Please prioritize this over everything else,CA12_deadline_mentions
CA_future_deadline,create_action,en,We need to ship the contract by EOD,CA12_deadline_mentions
CA_future_deadline,create_action,en,the board wants the presentation delivered by lunch. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,en,Final deadline for the file is Wednesday Anyone who hasn't submitted yet needs to do it this evening no exceptions,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"pricing sheet final deadline Friday, inkaa QA nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Sunita, spreadsheet review chesi EOD lopala pampandi",CA01_direct_requests
CA_future_deadline,create_action,tenglish,"audit report due Friday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Don't miss the proposal deadline. Last date is Wednesday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"lakshmi, rfp review chesi friday lopala pampandi",CA01_direct_requests
CA_future_deadline,create_action,en,The agenda submission closes this Friday. Please get your part done before 3pm,CA12_deadline_mentions
CA_future_deadline,create_action,en,The deck is due next Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is this Friday for the agenda,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,playbook deadline tuesday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is this Friday for the onboarding doc,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki MoM delivery repu udayam lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,en,I need the updated MoM sent to engineering by noon tomorrow. Make sure the latest figures are included,CA01_direct_requests
CA_future_deadline,create_action,tenglish,playbook deadline Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Please review the API doc, update the numbers section, and share it with design. We need this done by end of day tomorrow",CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the quotation submission deadline is day after tomorrow and we're still waiting on inputs from QA. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Heads up the onboarding doc submission deadline is Wednesday and we're still waiting on inputs from procurement Please prioritize this over everything else,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,playbook ki deadline this Monday hai,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"PO due hai Thursday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"feature spec due friday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,brief last date Wednesday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"onboarding doc final deadline Friday, inkaa customer success nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is this Thursday for the agenda,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"SOW final deadline repu, inkaa design nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Kindly review the brochure and share feedback by end of day tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,"final deadline for the project plan is next week. anyone who hasn't submitted yet needs to do it asap, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,we need to ship the prototype by noon tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,Sir Submit everything by noon tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki file delivery repu udayam lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,en,The prototype is due Wednesday,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the RFP submission deadline is Tuesday and we're still waiting on inputs from product. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,the customer wants the onboarding doc delivered by noon tomorrow. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"analysis due hai wednesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please send the PO by Friday,CA01_direct_requests
CA_future_deadline,create_action,tenglish,quotation last date Thursday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,spec doc deadline Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the dashboard submission deadline is this Thursday and we're still waiting on inputs from legal. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Send the contract to the client by Monday,CA01_direct_requests
CA_future_deadline,create_action,tenglish,document last date Tuesday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,plz compile the budget and share it with the customer. They need it tonight,CA01_direct_requests
CA_future_deadline,create_action,tenglish,project plan last date Thursday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,The wireframe submission closes this Friday. Please get your part done before 3pm,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Pls analysis bhej do by end of day tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,Can you prepare the contract for the stakeholder? They specifically asked for it by next week and we can't delay this further,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"prototype Friday lopala kaavali client ki. Thvaraga tayaaru cheyi, pampe mundu numbers check cheyi",CA01_direct_requests
CA_future_deadline,create_action,en,Don't miss the feature spec deadline. Last date is Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,The NDA submission closes this Friday. Please get your part done ASAP,CA12_deadline_mentions
CA_future_deadline,create_action,en,The proposal submission closes Tuesday. Please get your part done by 5pm,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,spec doc ki deadline next week hai,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,dashboard ki deadline friday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the playbook submission deadline is this Thursday and we're still waiting on inputs from business dev. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is Friday for the release notes,CA12_deadline_mentions
CA_future_deadline,create_action,en,The vendor agreement is due day after tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,vendor agreement ki deadline next Wednesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"risk assessment due hai this Friday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the board ko risk assessment delivery by noon tomorrow chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,en,Don't miss the budget deadline. Last date is this Friday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"document due hai Thursday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,The report submission closes day after tomorrow. Please get your part done today itself,CA12_deadline_mentions
CA_future_deadline,create_action,en,Everyone needs to finalize their report by next week. No exceptions this time,CA01_direct_requests
CA_future_deadline,create_action,hinglish,document ki deadline next Monday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Final deadline for the dashboard is next week. Anyone who hasn't submitted yet needs to do it this evening, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Boss ne bola expense report chahiye by next week. Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,tenglish,NDA last date Tuesday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Priya, spreadsheet review karke sales ko bhej do tonight",CA01_direct_requests
CA_future_deadline,create_action,en,update the design mockup by eod,CA01_direct_requests
CA_future_deadline,create_action,en,Don't miss the agenda deadline. Last date is day after tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,Share the dashboard by Friday,CA01_direct_requests
CA_future_deadline,create_action,tenglish,agenda last date Friday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Please review the vendor agreement, update the numbers section, n share it with customer success. We need this done by noon tomorrow",CA01_direct_requests
CA_future_deadline,create_action,hinglish,"estimate due hai next Wednesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,We need to ship the invoice by Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,kindly review the presentation and share feedback by monday,CA01_direct_requests
CA_future_deadline,create_action,hinglish,the partner ko design mockup delivery by end of day tomorrow chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Amit, spec doc compile karke the partner ko bhejo by lunch. Latest data hona chahiye usme",CA01_direct_requests
CA_future_deadline,create_action,en,Submit everything by end of day tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"PO due hai Wednesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,I need the updated expense report sent to procurement tonight. Make sure the latest figures are included,CA01_direct_requests
CA_future_deadline,create_action,en,The spreadsheet is due Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,the file submission closes this friday please get your part done by 5pm,CA12_deadline_mentions
CA_future_deadline,create_action,en,The feature spec is due next week,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"proposal final deadline thursday, inkaa qa nunchi input raledhu. priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"MoM due hai next week, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,"Please review the spreadsheet, update the numbers section, and share it with design. We need this done by tomorrow",CA01_direct_requests
CA_future_deadline,create_action,en,The agenda submission closes Friday. Please get your part done today itself,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"release notes due repu, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,boss ne bola risk assessment chahiye by lunch. jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,hinglish,Boss ne bola spreadsheet chahiye by next week. Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,Deadline is Tuesday for the design mockup,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Final deadline for the spreadsheet is Friday. Anyone who hasn't submitted yet needs to do it by tomorrow, no exceptions",CA12_deadline_mentions
